PF00389	2-Hacid_dh
PF08219	TOM13
PF08220	HTH_DeoR
PF08221	HTH_9
PF08222	HTH_CodY
PF08223	PaaX_C
PF08224	DUF1719
PF08225	Antimicrobial19
PF08226	DUF1720
PF08227	DASH_Hsk3
PF08228	RNase_P_pop3
PF08229	SHR3_chaperone
PF08230	Cpl-7
PF08231	SYF2
PF08232	Striatin
PF08234	Spindle_Spc25
PF08235	LNS2
PF08236	SRI
PF08237	PE-PPE
PF08238	Sel1
PF08239	SH3_3
PF08240	ADH_N
PF08241	Methyltransf_11
PF08242	Methyltransf_12
PF08243	SPT2
PF08244	Glyco_hydro_32C
PF08245	Mur_ligase_M
PF08246	Inhibitor_I29
PF08247	ENOD40
PF08248	Tryp_FSAP
PF08249	Mastoparan
PF08250	Sperm_act_pep
PF08251	Mastoparan_2
PF08252	Leader_CPA1
PF08253	Leader_Erm
PF08254	Leader_Thr
PF08255	Leader_Trp
PF08256	Antimicrobial20
PF08257	Sulfakinin
PF08258	WWamide
PF08259	Periviscerokin
PF08260	Kinin
PF08261	Carcinustatin
PF08262	Lem_TRP
PF08263	LRRNT_2
PF08264	Anticodon_1
PF08265	YL1_C
PF08266	Cadherin_2
PF08267	Meth_synt_1
PF08268	FBA_3
PF08269	Cache_2
PF08270	PRD_Mga
PF08271	TF_Zn_Ribbon
PF08272	Topo_Zn_Ribbon
PF08273	Prim_Zn_Ribbon
PF08274	PhnA_Zn_Ribbon
PF08275	Toprim_N
PF08276	PAN_2
PF08277	PAN_3
PF08278	DnaG_DnaB_bind
PF08279	HTH_11
PF08280	HTH_Mga
PF08281	Sigma70_r4_2
PF08282	Hydrolase_3
PF08283	Gemini_AL1_M
PF08284	RVP_2
PF08285	DPM3
PF08286	Spc24
PF08287	DASH_Spc19
PF08288	PIGA
PF08289	Flu_M1_C
PF08290	Hep_core_N
PF08291	Peptidase_M15_3
PF08292	RNA_pol_Rbc25
PF08293	MRP-S33
PF08294	TIM21
PF08295	Sin3_corepress
PF08297	U3_snoRNA_assoc
PF08298	AAA_PrkA
PF08299	Bac_DnaA_C
PF08300	HCV_NS5a_1a
PF08301	HCV_NS5a_1b
PF08302	tRNA_lig_CPD
PF08303	tRNA_lig_kinase
PF08305	NPCBM
PF08306	Glyco_hydro_98M
PF08307	Glyco_hydro_98C
PF08308	PEGA
PF08309	LVIVD
PF08310	LGFP
PF08311	Mad3_BUB1_I
PF08312	cwf21
PF08313	SCA7
PF08314	Sec39
PF08315	cwf18
PF08316	Pal1
PF08317	Spc7
PF08318	COG4
PF08320	PIG-X
PF08321	PPP5
PF08323	Glyco_transf_5
PF08324	PUL
PF08325	WLM
PF08326	ACC_central
PF08327	AHSA1
PF08328	ASL_C
PF08329	ChitinaseA_N
PF08331	DUF1730
PF08332	CaMKII_AD
PF08333	DUF1725
PF08334	T2SG
PF08335	GlnD_UR_UTase
PF08336	P4Ha_N
PF08337	Plexin_cytopl
PF08338	DUF1731
PF08339	RTX_C
PF08340	DUF1732
PF08341	Fb_signal
PF08343	RNR_N
PF08344	TRP_2
PF08345	YscJ_FliF_C
PF08346	AntA
PF08347	CTNNB1_binding
PF08348	PAS_6
PF08349	DUF1722
PF08350	DUF1724
PF08351	DUF1726
PF08352	oligo_HPY
PF08353	DUF1727
PF08354	DUF1729
PF08355	EF_assoc_1
PF08356	EF_assoc_2
PF08357	SEFIR
PF08358	Flexi_CP_N
PF08359	TetR_C_4
PF08360	TetR_C_5
PF08361	TetR_C_2
PF08362	TetR_C_3
PF08363	GbpC
PF08364	IF2_assoc
PF08365	IGF2_C
PF08366	LLGL
PF08367	M16C_assoc
PF08368	FAST_2
PF08369	PCP_red
PF08370	PDR_assoc
PF08372	PRT_C
PF08373	RAP
PF08374	Protocadherin
PF08375	Rpn3_C
PF08376	NIT
PF08377	MAP2_projctn
PF08378	NERD
PF08379	Bact_transglu_N
PF08381	BRX
PF08383	Maf_N
PF08384	NPP
PF08385	DHC_N1
PF08386	Abhydrolase_4
PF08387	FBD
PF08388	GIIM
PF08389	Xpo1
PF08390	TRAM1
PF08391	Ly49
PF08392	FAE1_CUT1_RppA
PF08393	DHC_N2
PF08394	Arc_trans_TRASH
PF08395	7tm_7
PF08396	Toxin_34
PF08397	IMD
PF08398	Parvo_coat_N
PF08399	VWA_N
PF08400	phage_tail_N
PF08401	DUF1738
PF08402	TOBE_2
PF08403	AA_permease_N
PF08404	Baculo_p74_N
PF08405	Calici_PP_N
PF08406	CbbQ_C
PF08407	Chitin_synth_1N
PF08408	DNA_pol_B_3
PF08409	DUF1736
PF08410	DUF1737
PF08411	Exonuc_X-T_C
PF08412	Ion_trans_N
PF08414	NADPH_Ox
PF08415	NRPS
PF08416	PTB
PF08417	PaO
PF08418	Pol_alpha_B_N
PF08421	Methyltransf_13
PF08423	Rad51
PF08424	NRDE-2
PF08426	ICE2
PF08427	DUF1741
PF08428	Rib
PF08429	PLU-1
PF08430	Fork_head_N
PF08432	Vfa1
PF08433	KTI12
PF08434	CLCA_N
PF08435	Calici_coat_C
PF08436	DXP_redisom_C
PF08437	Glyco_transf_8C
PF08438	MMR_HSR1_C
PF08439	Peptidase_M3_N
PF08440	Poty_PP
PF08441	Integrin_alpha2
PF08442	ATP-grasp_2
PF08443	RimK
PF08444	Gly_acyl_tr_C
PF08445	FR47
PF08446	PAS_2
PF08447	PAS_3
PF08448	PAS_4
PF08449	UAA
PF08450	SGL
PF08451	A_deaminase_N
PF08452	DNAP_B_exo_N
PF08453	Peptidase_M9_N
PF08454	RIH_assoc
PF08455	SNF2_assoc
PF08456	Vmethyltransf_C
PF08457	Sfi1
PF08458	PH_2
PF08459	UvrC_HhH_N
PF08460	SH3_5
PF08462	Carmo_coat_C
PF08463	EcoEI_R_C
PF08464	Gemini_AC4_5_2
PF08465	Herpes_TK_C
PF08466	IRK_N
PF08467	Luteo_P1-P2
PF08468	MTS_N
PF08469	NPHI_C
PF08470	NTNH_C
PF08471	Ribonuc_red_2_N
PF08472	S6PP_C
PF08473	VGCC_alpha2
PF08474	MYT1
PF08461	HTH_12
PF08475	Baculo_VP91_N
PF08476	VD10_N
PF08477	Miro
PF08478	POTRA_1
PF08479	POTRA_2
PF08480	Disaggr_assoc
PF08481	GBS_Bsp-like
PF08482	HrpB_C
PF08483	IstB_IS21_ATP
PF08484	Methyltransf_14
PF08485	Polysacc_syn_2C
PF08486	SpoIID
PF08487	VIT
PF08488	WAK
PF08489	DUF1743
PF08490	DUF1744
PF08491	SE
PF08492	SRP72
PF08493	AflR
PF08494	DEAD_assoc
PF08495	FIST
PF08496	Peptidase_S49_N
PF08497	Radical_SAM_N
PF08498	Sterol_MT_C
PF08499	PDEase_I_N
PF08500	Tombus_P33
PF08501	Shikimate_dh_N
PF08502	LeuA_dimer
PF08503	DapH_N
PF08504	RunxI
PF08505	MMR1
PF08506	Cse1
PF08507	COPI_assoc
PF08508	DUF1746
PF08509	Ad_cyc_g-alpha
PF08510	PIG-P
PF08511	COQ9
PF08512	Rtt106
PF08513	LisH
PF08514	STAG
PF08515	TGF_beta_GS
PF08516	ADAM_CR
PF08517	AXH
PF08518	GIT_SHD
PF08519	RFC1
PF08520	DUF1748
PF08521	2CSK_N
PF08522	DUF1735
PF08523	MBF1
PF08524	rRNA_processing
PF08525	OapA_N
PF08526	PAD_N
PF08527	PAD_M
PF08528	Whi5
PF08529	NusA_N
PF08530	PepX_C
PF08531	Bac_rhamnosid_N
PF08532	Glyco_hydro_42M
PF08533	Glyco_hydro_42C
PF08535	KorB
PF08536	Whirly
PF08537	NBP1
PF08538	DUF1749
PF08539	HbrB
PF08540	HMG_CoA_synt_C
PF08541	ACP_syn_III_C
PF08542	Rep_fac_C
PF08543	Phos_pyr_kin
PF08544	GHMP_kinases_C
PF08545	ACP_syn_III
PF08546	ApbA_C
PF08547	CIA30
PF08548	Peptidase_M10_C
PF08549	SWI-SNF_Ssr4
PF08550	DUF1752
PF08551	DUF1751
PF08552	Kei1
PF08553	VID27
PF08555	DUF1754
PF08557	Lipid_DES
PF08558	TRF
PF08559	Cut8_C
PF08560	DUF1757
PF08561	Ribosomal_L37
PF08562	Crisp
PF08563	P53_TAD
PF08564	CDC37_C
PF08565	CDC37_M
PF08566	Pam17
PF08567	TFIIH_BTF_p62_N
PF08568	Kinetochor_Ybp2
PF08569	Mo25
PF08570	DUF1761
PF08571	Yos1
PF08572	PRP3
PF08573	SAE2
PF08574	DUF1762
PF08576	DUF1764
PF08577	PI31_Prot_C
PF08578	DUF1765
PF08579	RPM2
PF08580	KAR9
PF08581	Tup_N
PF08583	Cmc1
PF08584	Ribonuc_P_40
PF08585	DUF1767
PF08586	Rsc14
PF08587	UBA_2
PF08588	DUF1769
PF08589	DUF1770
PF08590	DUF1771
PF08591	RNR_inhib
PF08592	DUF1772
PF08593	MUG2_C
PF08594	UPF0300
PF08595	RXT2_N
PF08596	Lgl_C
PF08597	eIF3_subunit
PF08598	Sds3
PF08599	Nbs1_C
PF08600	Rsm1
PF08601	PAP1
PF08602	Mgr1
PF08603	CAP_C
PF08604	Nup153
PF08605	Rad9_Rad53_bind
PF08606	Prp19
PF08534	Redoxin
PF08608	Wyosine_form
PF08609	Fes1
PF08610	Pex16
PF08611	DUF1774
PF08612	Med20
PF08613	Cyclin
PF08614	ATG16
PF08615	RNase_H2_suC
PF08616	SPA
PF08617	CGI-121
PF08618	Opi1
PF08619	Nha1_C
PF08620	RPAP1_C
PF08621	RPAP1_N
PF08622	Svf1
PF08623	TIP120
PF08624	CRC_subunit
PF08625	Utp13
PF08626	TRAPPC9-Trs120
PF08627	CRT-like
PF08628	Nexin_C
PF08629	PDE8
PF08630	Dfp1_Him1_M
PF08631	SPO22
PF08632	Zds_C
PF08633	Rox3
PF08634	Pet127
PF08635	ox_reductase_C
PF08636	Pkr1
PF08637	NCA2
PF08638	Med14
PF08639	SLD3
PF08640	U3_assoc_6
PF08641	Mis14
PF08642	Rxt3
PF08643	DUF1776
PF08644	SPT16
PF08645	PNK3P
PF08646	Rep_fac-A_C
PF08647	BRE1
PF08648	DUF1777
PF08649	DASH_Dad1
PF08650	DASH_Dad4
PF08651	DASH_Duo1
PF08652	RAI1
PF08653	DASH_Dam1
PF08654	DASH_Dad2
PF08655	DASH_Ask1
PF08656	DASH_Dad3
PF08657	DASH_Spc34
PF08658	Rad54_N
PF08659	KR
PF08660	Alg14
PF08661	Rep_fac-A_3
PF08662	eIF2A
PF08663	HalX
PF08664	YcbB
PF08665	PglZ
PF08666	SAF
PF08667	BetR
PF08668	HDOD
PF08669	GCV_T_C
PF08670	MEKHLA
PF08671	SinI
PF08672	APC2
PF08673	RsbU_N
PF08674	AChE_tetra
PF08675	RNA_bind
PF08676	MutL_C
PF08677	GP11
PF08678	Rsbr_N
PF08679	DsrD
PF08680	DUF1779
PF08681	DUF1778
PF08682	DUF1780
PF08683	CAMSAP_CKK
PF08684	ocr
PF08685	GON
PF08686	PLAC
PF08687	ASD2
PF08688	ASD1
PF08689	Med5
PF08690	GET2
PF08691	Nse5
PF08692	Pet20
PF08693	SKG6
PF08694	UFC1
PF08695	Coa1
PF08696	Dna2
PF08698	Fcf2
PF08699	DUF1785
PF08700	Vps51
PF08701	GN3L_Grn1
PF08702	Fib_alpha
PF08703	PLC-beta_C
PF08704	GCD14
PF08705	Gag_p6
PF08706	D5_N
PF08707	PriCT_2
PF08708	PriCT_1
PF08709	Ins145_P3_rec
PF08710	nsp9
PF08711	Med26
PF08712	Nfu_N
PF08713	DNA_alkylation
PF08714	Fae
PF08715	Viral_protease
PF08716	nsp7
PF08717	nsp8
PF08718	GLTP
PF08719	DUF1768
PF08720	Hema_stalk
PF08721	Tn7_Tnp_TnsA_C
PF08722	Tn7_Tnp_TnsA_N
PF08723	Gag_p15
PF08724	Rep_N
PF08725	Integrin_b_cyt
PF08726	EFhand_Ca_insen
PF08727	P3A
PF08728	CRT10
PF08729	HUN
PF08730	Rad33
PF08731	AFT
PF08732	HIM1
PF08733	PalH
PF08734	GYD
PF08735	DUF1786
PF08736	FA
PF08737	Rgp1
PF08738	Gon7
PF08740	BCS1_N
PF08741	YwhD
PF08742	C8
PF08743	Nse4_C
PF08744	NOZZLE
PF08745	UPF0278
PF08746	zf-RING-like
PF08747	DUF1788
PF08748	DUF1789
PF08750	CNP1
PF08751	TrwC
PF08752	COP-gamma_platf
PF08753	NikR_C
PF08755	YccV-like
PF08756	YfkB
PF08757	CotH
PF08758	Cadherin_pro
PF08759	DUF1792
PF08760	DUF1793
PF08761	dUTPase_2
PF08762	CRPV_capsid
PF08763	Ca_chan_IQ
PF08764	Coagulase
PF08765	Mor
PF08766	DEK_C
PF08767	CRM1_C
PF08768	DUF1794
PF08769	Spo0A_C
PF08770	SoxZ
PF08771	Rapamycin_bind
PF08772	NOB1_Zn_bind
PF08773	CathepsinC_exc
PF08774	VRR_NUC
PF08775	ParB
PF08776	VASP_tetra
PF08777	RRM_3
PF08778	HIF-1a_CTAD
PF08779	SARS_X4
PF08780	NTase_sub_bind
PF08781	DP
PF08782	c-SKI_SMAD_bind
PF08783	DWNN
PF08784	RPA_C
PF08785	Ku_PK_bind
PF08786	DUF1795
PF08787	Alginate_lyase2
PF08788	NHR2
PF08789	PBCV_basic_adap
PF08790	zf-LYAR
PF08792	A2L_zn_ribbon
PF08793	2C_adapt
PF08794	Lipoprot_C
PF08795	DUF1796
PF08796	DUF1797
PF08797	HIRAN
PF08798	CRISPR_assoc
PF08799	PRP4
PF08800	VirE_N
PF08801	Nucleoporin_N
PF08802	CytB6-F_Fe-S
PF08803	ydhR
PF08804	gp32
PF08805	PilS
PF08806	Sep15_SelM
PF08807	DUF1798
PF08808	RES
PF08809	DUF1799
PF08810	KapB
PF08811	DUF1800
PF08812	YtxC
PF08813	Phage_tail_3
PF08814	XisH
PF08815	Nuc_rec_co-act
PF08816	Ivy
PF08817	YukD
PF08818	DUF1801
PF08819	DUF1802
PF08820	DUF1803
PF08821	CGGC
PF08822	DUF1804
PF08823	PG_binding_2
PF08824	Serine_rich
PF08825	E2_bind
PF08826	DMPK_coil
PF08827	DUF1805
PF08828	DSX_dimer
PF08829	AlphaC_N
PF08830	DUF1806
PF08831	MHCassoc_trimer
PF08832	SRC-1
PF08833	Axin_b-cat_bind
PF08837	DUF1810
PF08838	DUF1811
PF08839	CDT1
PF08840	BAAT_C
PF08841	DDR
PF08842	Mfa2
PF08843	DUF1814
PF08844	DUF1815
PF08845	SymE_toxin
PF08846	DUF1816
PF08847	DUF1817
PF08848	DUF1818
PF08849	DUF1819
PF08850	DUF1820
PF08852	DUF1822
PF08853	DUF1823
PF08854	DUF1824
PF08855	DUF1825
PF08856	DUF1826
PF08857	ParBc_2
PF08858	IDEAL
PF08859	DGC
PF08860	DUF1827
PF08861	DUF1828
PF08862	DUF1829
PF08863	YolD
PF08864	UPF0302
PF08865	DUF1830
PF08866	DUF1831
PF08867	FRG
PF08868	YugN
PF08869	XisI
PF08870	DUF1832
PF08872	KGK
PF08873	DUF1834
PF08874	DUF1835
PF08875	DUF1833
PF08876	DUF1836
PF08877	MepB
PF08878	DUF1837
PF08879	WRC
PF08880	QLQ
PF08881	CVNH
PF08882	Acetone_carb_G
PF08883	DOPA_dioxygen
PF08884	Flagellin_D3
PF08885	GSCFA
PF08886	GshA
PF08887	GAD-like
PF08888	HopJ
PF08889	WbqC
PF08890	XkdN
PF08891	YfcL
PF08892	YqcI_YcgG
PF08893	DUF1839
PF08894	DUF1838
PF08895	DUF1840
PF08896	DUF1842
PF08897	DUF1841
PF08898	DUF1843
PF08899	DUF1844
PF08900	DUF1845
PF08901	DUF1847
PF08902	DUF1848
PF08903	DUF1846
PF08904	DUF1849
PF08905	DUF1850
PF08906	DUF1851
PF08907	DUF1853
PF08908	DUF1852
PF08909	DUF1854
PF08910	Aida_N
PF08911	NUP50
PF08912	Rho_Binding
PF08913	VBS
PF08914	Myb_DNA-bind_2
PF08915	tRNA-Thr_ED
PF08916	Phe_ZIP
PF08917	ecTbetaR2
PF08918	PhoQ_Sensor
PF08919	F_actin_bind
PF08920	SF3b1
PF08921	DUF1904
PF08922	DUF1905
PF08923	MAPKK1_Int
PF08924	DUF1906
PF08925	DUF1907
PF08926	DUF1908
PF08928	DUF1910
PF08929	DUF1911
PF08930	DUF1912
PF08931	DUF1913
PF08932	DUF1914
PF08933	DUF1864
PF08934	Rb_C
PF08935	VP4_2
PF08936	CsoSCA
PF08937	DUF1863
PF08938	HBS1_N
PF08939	DUF1917
PF08940	DUF1918
PF08941	USP8_interact
PF08942	DUF1919
PF08943	CsiD
PF08944	p47_phox_C
PF08945	Bclx_interact
PF08946	Osmo_CC
PF08947	BPS
PF08948	DUF1859
PF08949	DUF1860
PF08950	DUF1861
PF08951	EntA_Immun
PF08952	DUF1866
PF08953	DUF1899
PF08954	DUF1900
PF08955	BofC_C
PF08956	DUF1869
PF08958	DUF1871
PF08960	DUF1874
PF08961	DUF1875
PF08962	DUF1876
PF08963	DUF1878
PF08964	Crystall_3
PF08965	DUF1870
PF08966	DUF1882
PF08967	DUF1884
PF08968	DUF1885
PF08969	USP8_dimer
PF08970	Sda
PF08971	GlgS
PF08972	DUF1902
PF08973	TM1506
PF08974	DUF1877
PF08975	2H-phosphodiest
PF08976	DUF1880
PF08977	BOFC_N
PF08978	Reoviridae_Vp9
PF08979	DUF1894
PF08980	DUF1883
PF08982	DUF1857
PF08983	DUF1856
PF08984	DUF1858
PF08985	DUF1888
PF08986	DUF1889
PF08987	DUF1892
PF08988	DUF1895
PF08989	DUF1896
PF08990	Docking
PF08991	DUF1903
PF08992	QH-AmDH_gamma
PF08993	T4_Gp59_N
PF08994	T4_Gp59_C
PF08995	NIP_1
PF08996	zf-DNA_Pol
PF08997	UCR_6-4kD
PF08998	Epsilon_antitox
PF08999	SP_C-Propep
PF09000	Cytotoxic
PF09001	DUF1890
PF09002	DUF1887
PF09003	Phage_integ_N
PF09004	DUF1891
PF09005	DUF1897
PF09006	Surfac_D-trimer
PF09007	EBP50_C-term
PF09008	Head_binding
PF09009	Exotox-A_cataly
PF09010	AsiA
PF09011	HMG_box_2
PF09012	FeoC
PF09013	YopH_N
PF09014	Sushi_2
PF09015	NgoMIV_restric
PF09016	Pas_Saposin
PF09017	Transglut_prok
PF09018	Phage_Capsid_P3
PF09019	EcoRII-C
PF09020	YopE_N
PF09021	HutP
PF09022	Staphostatin_A
PF09023	Staphostatin_B
PF09025	YopR_core
PF09026	CENP-B_dimeris
PF09027	GTPase_binding
PF09028	Mac-1
PF09029	Preseq_ALAS
PF09030	Creb_binding
PF09032	Siah-Interact_N
PF09033	DFF-C
PF09034	TRADD_N
PF09035	Tn916-Xis
PF09036	Bcr-Abl_Oligo
PF09037	Sulphotransf
PF09038	53-BP1_Tudor
PF09039	HTH_Tnp_Mu_2
PF09040	H-K_ATPase_N
PF09041	Aurora-A_bind
PF09042	Titin_Z
PF09043	Lys-AminoMut_A
PF09044	Kp4
PF09045	L27_2
PF09046	AvrPtoB-E3_ubiq
PF09047	MEF2_binding
PF09048	Cro
PF09049	SNN_transmemb
PF09050	SNN_linker
PF09051	SNN_cytoplasm
PF09052	SipA
PF09053	CagZ
PF09055	Sod_Ni
PF09056	Phospholip_A2_3
PF09057	Smac_DIABLO
PF09058	L27_1
PF09059	TyeA
PF09060	L27_N
PF09062	Endonuc_subdom
PF09063	Phage_coat
PF09064	Tme5_EGF_like
PF09065	Haemadin
PF09066	B2-adapt-app_C
PF09067	EpoR_lig-bind
PF09068	EF-hand_2
PF09069	EF-hand_3
PF09070	PFU
PF09071	Alpha-amyl_C
PF09072	TMA7
PF09073	BUD22
PF09074	Mer2
PF09075	STb_secrete
PF09076	Crystall_2
PF09077	Phage-MuB_C
PF09078	CheY-binding
PF09079	Cdc6_C
PF09080	K-cyclin_vir_C
PF09081	DUF1921
PF09082	DUF1922
PF09083	DUF1923
PF09084	NMT1
PF09085	Adhes-Ig_like
PF09086	DUF1924
PF09087	Cyc-maltodext_N
PF09088	MIF4G_like
PF09089	gp12-short_mid
PF09090	MIF4G_like_2
PF09092	Lyase_N
PF09093	Lyase_catalyt
PF09094	DUF1925
PF09095	DUF1926
PF09096	Phage-tail_2
PF09097	Phage-tail_1
PF09098	Dehyd-heme_bind
PF09099	Qn_am_d_aIII
PF09100	Qn_am_d_aIV
PF09101	Exotox-A_bind
PF09102	Exotox-A_target
PF09103	BRCA-2_OB1
PF09104	BRCA-2_OB3
PF09105	SelB-wing_1
PF09106	SelB-wing_2
PF09107	SelB-wing_3
PF09108	Xol-1_N
PF09109	Xol-1_GHMP-like
PF09110	HAND
PF09111	SLIDE
PF09112	N-glycanase_N
PF09113	N-glycanase_C
PF09114	MotA_activ
PF09115	DNApol3-delta_C
PF09116	gp45-slide_C
PF09117	MiAMP1
PF09118	DUF1929
PF09119	SicP-binding
PF09121	Tower
PF09122	DUF1930
PF09123	DUF1931
PF09124	Endonuc-dimeris
PF09125	COX2-transmemb
PF09126	NaeI
PF09127	Leuk-A4-hydro_C
PF09128	RGS-like
PF09129	Chol_subst-bind
PF09130	DUF1932
PF09131	Endotoxin_mid
PF09132	BmKX
PF09133	SANTA
PF09134	Invasin_D3
PF09135	Alb1
PF09136	Glucodextran_B
PF09137	Glucodextran_N
PF09138	Urm1
PF09139	Mmp37
PF09140	MipZ
PF09141	Talin_middle
PF09142	TruB_C
PF09143	AvrPphF-ORF-2
PF09144	YpM
PF09145	Ubiq-assoc
PF09147	DUF1933
PF09148	DUF1934
PF09149	DUF1935
PF09150	Carot_N
PF09151	DUF1936
PF09152	DUF1937
PF09153	DUF1938
PF09154	DUF1939
PF09155	DUF1940
PF09156	Anthrax-tox_M
PF09157	TruB-C_2
PF09158	MotCF
PF09159	Ydc2-catalyt
PF09160	FimH_man-bind
PF09162	Tap-RNA_bind
PF09163	Form-deh_trans
PF09164	VitD-bind_III
PF09165	Ubiq-Cytc-red_N
PF09166	Biliv-reduc_cat
PF09167	DUF1942
PF09168	PepX_N
PF09169	BRCA-2_helical
PF09170	STN1_2
PF09171	DUF1886
PF09172	DUF1943
PF09173	eIF2_C
PF09174	Maf1
PF09175	DUF1944
PF09176	Mpt_N
PF09177	Syntaxin-6_N
PF09178	DUF1945
PF09179	TilS
PF09180	ProRS-C_1
PF09181	ProRS-C_2
PF09182	PuR_N
PF09183	DUF1947
PF09184	PPP4R2
PF09185	DUF1948
PF09186	DUF1949
PF09187	DUF1950
PF09188	DUF1951
PF09189	DUF1952
PF09190	DALR_2
PF09191	CD4-extracel
PF09192	Act-Frag_cataly
PF09193	CholecysA-Rec_N
PF09194	Endonuc-BsobI
PF09195	Endonuc-BglII
PF09196	DUF1953
PF09197	Rap1-DNA-bind
PF09198	T4-Gluco-transf
PF09199	DUF1954
PF09200	Monellin
PF09201	SRX
PF09202	Rio2_N
PF09203	MspA
PF09204	Colicin_immun
PF09205	DUF1955
PF09206	ArabFuran-catal
PF09207	Yeast-kill-tox
PF09208	Endonuc-MspI
PF09209	DUF1956
PF09210	DUF1957
PF09211	DUF1958
PF09212	CBM27
PF09213	M3
PF09214	Prd1-P2
PF09215	Phage-Gp8
PF09216	Pfg27
PF09217	EcoRII-N
PF09218	DUF1959
PF09220	LA-virus_coat
PF09221	Bacteriocin_IId
PF09222	Fim-adh_lectin
PF09223	YodA
PF09224	DUF1961
PF09225	Endonuc-PvuII
PF09226	Endonuc-HincII
PF09227	DUF1962
PF09228	Prok-TraM
PF09229	Aha1_N
PF09230	DFF40
PF09231	RDV-p3
PF09232	Caenor_Her-1
PF09233	Endonuc-EcoRV
PF09234	DUF1963
PF09235	Ste50p-SAM
PF09236	AHSP
PF09237	GAGA
PF09238	IL4Ra_N
PF09239	Topo-VIb_trans
PF09240	IL6Ra-bind
PF09241	Herp-Cyclin
PF09242	FCSD-flav_bind
PF09243	Rsm22
PF09244	DUF1964
PF09245	MA-Mit
PF09246	PHAT
PF09247	TBP-binding
PF09248	DUF1965
PF09249	tRNA_NucTransf2
PF09250	Prim-Pol
PF09251	PhageP22-tail
PF09252	Feld-I_B
PF09253	Ole-e-6
PF09254	Endonuc-FokI_C
PF09255	Antig_Caf1
PF09256	BaffR-Tall_bind
PF09257	BCMA-Tall_bind
PF09258	Glyco_transf_64
PF09259	Fve
PF09260	DUF1966
PF09261	Alpha-mann_mid
PF09262	PEX-1N
PF09263	PEX-2N
PF09264	Sial-lect-inser
PF09265	Cytokin-bind
PF09266	VirDNA-topo-I_N
PF09267	Dict-STAT-coil
PF09268	Clathrin-link
PF09269	DUF1967
PF09270	BTD
PF09271	LAG1-DNAbind
PF09272	Hepsin-SRCR
PF09273	Rubis-subs-bind
PF09274	ParG
PF09275	Pertus-S4-tox
PF09276	Pertus-S5-tox
PF09277	Erythro-docking
PF09278	MerR-DNA-bind
PF09279	EF-hand_like
PF09280	XPC-binding
PF09281	Taq-exonuc
PF09282	Mago-bind
PF09284	RhgB_N
PF09285	Elong-fact-P_C
PF09286	Pro-kuma_activ
PF09287	CEP1-DNA_bind
PF09288	UBA_3
PF09289	FOLN
PF09290	AcetDehyd-dimer
PF09291	DUF1968
PF09292	Neil1-DNA_bind
PF09293	RNaseH_C
PF09294	Interfer-bind
PF09295	ChAPs
PF09296	NUDIX-like
PF09297	zf-NADH-PPase
PF09298	FAA_hydrolase_N
PF09299	Mu-transpos_C
PF09300	Tecti-min-caps
PF09301	DUF1970
PF09302	XLF
PF09303	KcnmB2_inactiv
PF09304	Cortex-I_coil
PF09305	TACI-CRD2
PF09306	Phage-scaffold
PF09307	MHC2-interact
PF09308	LuxQ-periplasm
PF09309	FCP1_C
PF09310	PD-C2-AF1
PF09311	Rab5-bind
PF09312	SurA_N
PF09313	DUF1971
PF09314	DUF1972
PF09315	DUF1973
PF09316	Cmyb_C
PF09317	DUF1974
PF09318	DUF1975
PF09320	DUF1977
PF09321	DUF1978
PF09322	DUF1979
PF09323	DUF1980
PF09324	DUF1981
PF09325	Vps5
PF09326	DUF1982
PF09327	DUF1983
PF09328	Phytochelatin_C
PF09329	zf-primase
PF09330	Lact-deh-memb
PF09331	DUF1985
PF09332	Mcm10
PF09333	ATG_C
PF09334	tRNA-synt_1g
PF09335	SNARE_assoc
PF09336	Vps4_C
PF09337	zf-H2C2
PF09338	Gly_reductase
PF09339	HTH_IclR
PF09340	NuA4
PF09341	Pcc1
PF09342	DUF1986
PF09343	DUF2460
PF09344	Cas_CT1975
PF09345	DUF1987
PF09346	SMI1_KNR4
PF09347	DUF1989
PF09348	DUF1990
PF09349	OHCU_decarbox
PF09350	DUF1992
PF09351	DUF1993
PF09353	DUF1995
PF09354	HNF_C
PF09355	Phage_Gp19
PF09356	Phage_BR0599
PF09357	RteC
PF09358	UBA_e1_C
PF09359	VTC
PF09360	zf-CDGSH
PF09361	Phasin_2
PF09362	DUF1996
PF09363	XFP_C
PF09364	XFP_N
PF09365	DUF2461
PF09366	DUF1997
PF09367	CpeS
PF09368	Sas10
PF09369	DUF1998
PF09370	TIM-br_sig_trns
PF09371	Tex_N
PF09372	PRANC
PF09373	PMBR
PF09374	PG_binding_3
PF09375	Peptidase_M75
PF09376	NurA
PF09377	SBDS_C
PF09378	HAS-barrel
PF09379	FERM_N
PF09380	FERM_C
PF09381	Porin_OmpG
PF09382	RQC
PF09383	NIL
PF09384	UTP15_C
PF09385	HisK_N
PF09386	ParD
PF09387	MRP
PF09388	SpoOE-like
PF09390	DUF1999
PF09391	DUF2000
PF09392	MxiH
PF09393	DUF2001
PF09394	Inhibitor_I42
PF09396	Thrombin_light
PF09397	Ftsk_gamma
PF09398	FOP_dimer
PF09399	SARS_lipid_bind
PF09400	DUF2002
PF09401	NSP10
PF09402	MSC
PF09403	FadA
PF09404	DUF2003
PF09405	Btz
